pc_brand,pc_model,elt_condition,elt_warranty,desktop_screen_size,pc_cpu,pc_ram,pc_vga,pc_drive_capacity,elt_origin,usage_information,classify,price
HP,Elitebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,640 GB,Đang cập nhật,In trên bao bì,laptop,2.000.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,< 128 GB,Việt Nam,In trên bao bì,laptop,5.300.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,12.500.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Đang cập nhật,In trên bao bì,laptop,15.990.000 đ
Asus,Transformer Book,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i3,4 GB,AMD,500 GB,Nước khác,In trên bao bì,laptop,4.500.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i3,8 GB,,250 GB,Đang cập nhật,In trên bao bì,laptop,2.950.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,15.500.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),>12 tháng,,,16 GB,,1 TB,Đang cập nhật,In trên bao bì,laptop,27.000.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,4 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,laptop,3.500.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,4 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,7.990.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,4.200.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,Khác,250 GB,Đang cập nhật,In trên bao bì,laptop,3.800.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,5.790.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,3.000.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,laptop,6.500.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,laptop,9.200.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,laptop,3.190.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,18.490.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,4.800.000 đ
Apple,MacBook Air M1,Mới,Còn bảo hành,13 - 14.9 inch,Khác,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,15.800.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,11.000.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,6.700.000 đ
Asus,ASUSPRO,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,laptop,3.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,5.500.000 đ
Microsoft,Surface Book 2,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,Khác,1 TB,Việt Nam,In trên bao bì,laptop,11.500.000 đ
Dell,Latitude,Đã sử dụng (qua sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,< 128 GB,Đang cập nhật,In trên bao bì,laptop,1.900.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,,128 GB,Trung Quốc,In trên bao bì,laptop,4.500.000 đ
Lenovo,Yoga,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,8.499.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,6.850.000 đ
Apple,MacBook Air M2,Mới,Còn bảo hành,13 - 14.9 inch,Khác,16 GB,Khác,256 GB,Việt Nam,In trên bao bì,laptop,27.200.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,4.500.000 đ
HP,Envy,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Ryzen 5,16 GB,AMD,512 GB,Đang cập nhật,In trên bao bì,laptop,9.990.000 đ
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,13.000.000 đ
Acer,Nitro 5,Mới,3 tháng,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,laptop,15.999.999 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,16 GB,AMD,750 GB,Đang cập nhật,In trên bao bì,laptop,5.250.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,6.000.000 đ
Microsoft,Surface Pro 8,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,20.500.000 đ
Acer,Aspire,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Trung Quốc,In trên bao bì,laptop,9.800.000 đ
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i3,2 GB,AMD,320 GB,Mỹ,In trên bao bì,laptop,560.000 đ
Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i3,2 GB,NVIDIA,500 GB,Đang cập nhật,In trên bao bì,laptop,799.900 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i3,4 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,2.000.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),4-6 tháng,11 - 12.9 inch,Intel Core i7,4 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,laptop,5.000.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,16 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,12.888.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,15.300.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i3,4 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,6.500.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,2.690.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,6.499.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,laptop,6.800.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,,,Đang cập nhật,In trên bao bì,laptop,3.900.000 đ
MSI,GF Series,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Đài Loan,In trên bao bì,laptop,13.500.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Khác,32 GB,,512 GB,Việt Nam,In trên bao bì,laptop,42.500.000 đ
Dell,Latitude,Đã sử dụng (qua sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,5.900.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,Đài Loan,In trên bao bì,laptop,21.900.000 đ
HP,Pavilion,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Việt Nam,In trên bao bì,laptop,1.500.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i3,16 GB,AMD,640 GB,Đang cập nhật,In trên bao bì,laptop,2.000.000 đ
Apple,MacBook Pro M1,Mới,Còn bảo hành,15 - 16.9 inch,,> 32GB,,,Việt Nam,In trên bao bì,laptop,72.500.000 đ
Dell,Latitude,Mới,Bảo hành hãng,,Intel Core i5,8 GB,,256 GB,Mỹ,In trên bao bì,laptop,11.500.000 đ
Dell,Alienware,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Nhật Bản,In trên bao bì,laptop,10.800.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,2.900.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i3,6 GB,AMD,500 GB,Đang cập nhật,In trên bao bì,laptop,4.500.000 đ
Dell,Alienware,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,laptop,14.900.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i3,8 GB,Khác,256 GB,Đang cập nhật,In trên bao bì,laptop,6.300.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i7,8 GB,Khác,256 GB,Đang cập nhật,In trên bao bì,laptop,3.200.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,2.500.000 đ
Dell,Precision,Mới,3 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,laptop,14.900.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,4 GB,,,Đang cập nhật,In trên bao bì,laptop,4.700.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,laptop,7.000.000 đ
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),7-12 tháng,13 - 14.9 inch,Intel Core i9,4 GB,Onboard,256 GB,Đức,In trên bao bì,laptop,2.000.000 đ
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,,Đang cập nhật,In trên bao bì,laptop,5.700.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Khác,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,15.800.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,11 - 12.9 inch,Khác,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,laptop,5.100.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,laptop,18.000.000 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,5.000.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,500 GB,Nhật Bản,In trên bao bì,laptop,5.500.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,9.990.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,laptop,8.500.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,9.300.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,16 GB,AMD,512 GB,Mỹ,In trên bao bì,laptop,13.800.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,10.490.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Ryzen 7,8 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,8.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,8.999.999 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i7,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,7.000.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,6.990.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Việt Nam,In trên bao bì,laptop,1.850.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,19.500.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,14.490.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,13.200.000 đ
Lenovo,Dòng Khác,Mới,Bảo hành hãng,15 - 16.9 inch,Ryzen 7,8 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,19.900.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,12.799.000 đ
Microsoft,Surface 2,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,laptop,5.999.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,28.999.999 đ
Microsoft,Surface Go,Đã sử dụng (chưa sửa chữa),Hết bảo hành,9 - 10.9 inch,Intel Pentium,8 GB,Onboard,128 GB,Mỹ,In trên bao bì,laptop,3.199.000 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,9.500.000 đ
Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Khác,8 GB,Khác,256 GB,Việt Nam,In trên bao bì,laptop,22.000.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,8 GB,NVIDIA,640 GB,Đang cập nhật,In trên bao bì,laptop,8.800.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,7.000.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,700 GB,Đang cập nhật,In trên bao bì,laptop,20.990.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,8.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,laptop,8.500.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,16 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,17.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,,16 GB,,,Đang cập nhật,In trên bao bì,laptop,13.000.000 đ
Microsoft,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,14.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,8.500.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i3,2 GB,AMD,500 GB,Đài Loan,In trên bao bì,laptop,1.650.000 đ
Microsoft,Surface,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,9.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,laptop,3.200.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Mỹ,In trên bao bì,laptop,2.200.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,16 GB,,250 GB,Đang cập nhật,In trên bao bì,laptop,8.999.999 đ
HP,Pavilion,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,4 GB,Onboard,256 GB,Việt Nam,In trên bao bì,laptop,8.000.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,,8 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,laptop,14.500.000 đ
Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,,500 GB,Đang cập nhật,In trên bao bì,laptop,1.400.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Celeron,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,2.190.000 đ
HP,Spectre,Mới,3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,laptop,24.900.000 đ
HP,Pavilion,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Pentium,4 GB,Onboard,256 GB,Đài Loan,In trên bao bì,laptop,3.300.000 đ
Microsoft,Surface Book 2,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,laptop,7.900.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Celeron,4 GB,,128 GB,Trung Quốc,In trên bao bì,laptop,2.500.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,laptop,5.000.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,8.999.999 đ
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,,NVIDIA,,Đang cập nhật,In trên bao bì,laptop,4.500.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Celeron,4 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,1.650.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,5.500.000 đ
Microsoft,Surface Pro 8,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,8.500.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,,256 GB,Đang cập nhật,In trên bao bì,laptop,5.900.000 đ
Lenovo,IdeaPad,Mới,>12 tháng,13 - 14.9 inch,Khác,8 GB,Onboard,512 GB,Đang cập nhật,In trên bao bì,laptop,6.500.000 đ
Microsoft,Surface Book,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,laptop,6.500.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,4 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,laptop,1.900.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,laptop,12.900.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,12.990.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,16 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,1.050.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,AMD,8 GB,AMD,256 GB,Nước khác,In trên bao bì,laptop,4.400.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,16 GB,,512 GB,Đang cập nhật,In trên bao bì,laptop,12.000.000 đ
Asus,Dòng Khác,Mới,Bảo hành hãng,,,,,,Trung Quốc,In trên bao bì,laptop,13.490.000 đ
Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),7-12 tháng,13 - 14.9 inch,Khác,8 GB,Khác,256 GB,Việt Nam,In trên bao bì,laptop,22.500.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,250 GB,Đang cập nhật,In trên bao bì,laptop,4.300.000 đ
MSI,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,12.990.000 đ
MSI,Modern Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,9.990.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,Khác,320 GB,Đang cập nhật,In trên bao bì,laptop,2.700.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,laptop,4.300.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Celeron,4 GB,Khác,< 128 GB,Đang cập nhật,In trên bao bì,laptop,2.300.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,10.500.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,3.900.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i3,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,laptop,3.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,4 GB,Onboard,250 GB,Nước khác,In trên bao bì,laptop,1.450.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,1.800.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,11 - 12.9 inch,Intel Core i5,8 GB,,128 GB,Nhật Bản,In trên bao bì,laptop,3.990.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Ryzen 5,16 GB,AMD,512 GB,Đang cập nhật,In trên bao bì,laptop,9.800.000 đ
MSI,GF Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,laptop,9.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,laptop,10.500.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,laptop,11.800.000 đ
