pc_brand,pc_model,elt_condition,elt_warranty,desktop_screen_size,pc_cpu,pc_ram,pc_vga,pc_drive_capacity,elt_origin,usage_information,classify,price
,,Mới,7-12 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.999.999 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,32 GB,AMD,128 GB,Đang cập nhật,In trên bao bì,desktop,6.300.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,desktop,7.450.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Đang cập nhật,In trên bao bì,desktop,27.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,AMD,8 GB,AMD,500 GB,Trung Quốc,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (chưa sửa chữa),2 tháng,Không bán kèm màn hình,Intel Core i3,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core 2 Duo,4 GB,Onboard,250 GB,Nước khác,In trên bao bì,desktop,950.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,13.190.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,,128 GB,Việt Nam,In trên bao bì,desktop,2.700.000 đ
,,Mới,7-12 tháng,>= 21 inch,Intel Xeon,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,4.000.000 đ
,,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,desktop,2.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,640 GB,Việt Nam,In trên bao bì,desktop,350.000 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,>= 21 inch,Intel Core i7,16 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,desktop,450.000 đ
,,Mới,Bảo hành hãng,,,,,,Việt Nam,In trên bao bì,desktop,10.500.000 đ
,,Mới,Bảo hành hãng,,,,,,Việt Nam,In trên bao bì,desktop,9.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,,,,Đang cập nhật,In trên bao bì,desktop,7.999.999 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Khác,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,950.000 đ
,,,,,,,,,,,desktop,
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,7.890.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,10.990.000 đ
,,Mới,4-6 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,AMD,16 GB,NVIDIA,,Đang cập nhật,In trên bao bì,desktop,7.700.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,Không bán kèm màn hình,Ryzen 5,16 GB,Onboard,256 GB,Việt Nam,In trên bao bì,desktop,6.500.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,6.990.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i5,4 GB,,128 GB,Mỹ,In trên bao bì,desktop,950.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Atom,4 GB,,,Đang cập nhật,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core 2 Duo,4 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,desktop,1.200.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,Onboard,512 GB,Đang cập nhật,In trên bao bì,desktop,8.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Xeon,> 32GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,desktop,11.000.000 đ
,,Mới,Bảo hành hãng,,,,,,Mỹ,In trên bao bì,desktop,100.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,10.500.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,2.990.000 đ
,,Mới,>12 tháng,,Intel Xeon,32 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,21.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,32 GB,,,Đang cập nhật,In trên bao bì,desktop,6.999.999 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,2.790.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i3,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,desktop,5.700.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,1.800.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Khác,32 GB,Khác,1 TB,Việt Nam,In trên bao bì,desktop,140.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i7,8 GB,NVIDIA,512 GB,Đức,In trên bao bì,desktop,5.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,128 GB,Nước khác,In trên bao bì,desktop,5.750.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i7,8 GB,Onboard,> 1 TB,Việt Nam,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,desktop,2.250.000 đ
,,Mới,3 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,3.700.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i5,8 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,1.600.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i3,32 GB,AMD,512 GB,Nhật Bản,In trên bao bì,desktop,15.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Core i3,4 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,1.350.000 đ
,,Mới,Bảo hành hãng,,,,,,Việt Nam,In trên bao bì,desktop,2.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,4.999.999 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i5,8 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,1.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i7,16 GB,AMD,128 GB,Đang cập nhật,In trên bao bì,desktop,3.650.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,6 GB,,,Đang cập nhật,In trên bao bì,desktop,750.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,16 GB,AMD,128 GB,Việt Nam,In trên bao bì,desktop,11.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,> 1 TB,Nhật Bản,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,450.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i5,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i7,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,4.300.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i7,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i3,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,1.600.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,17 - 18.9 inch,Intel Core i3,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,1.500.000 đ
,,Mới,3 tháng,17 - 18.9 inch,Intel Core i5,4 GB,,128 GB,Mỹ,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,4.400.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i5,4 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,5.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,desktop,8.500.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,19 - 20.9 inch,Khác,2 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,desktop,1.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,2.600.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,> 32GB,,250 GB,Đang cập nhật,In trên bao bì,desktop,8.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,1.700.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,5.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Xeon,> 32GB,NVIDIA,256 GB,Mỹ,In trên bao bì,desktop,3.799.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,,,,Việt Nam,In trên bao bì,desktop,4.700.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,,,,Đang cập nhật,In trên bao bì,desktop,7.999.999 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i7,,Onboard,512 GB,Mỹ,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,,,,Đang cập nhật,In trên bao bì,desktop,8.999.999 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,10.699.999 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,Không bán kèm màn hình,Khác,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,desktop,11.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,17 - 18.9 inch,Intel Core 2 Duo,8 GB,,250 GB,Đang cập nhật,In trên bao bì,desktop,1.300.000 đ
,,Mới,3 tháng,>= 21 inch,Intel Core i5,> 32GB,Khác,256 GB,Việt Nam,In trên bao bì,desktop,7.850.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i7,16 GB,AMD,> 1 TB,Đang cập nhật,In trên bao bì,desktop,6.500.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,6.350.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Pentium,8 GB,,,Đang cập nhật,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i7,8 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,9.500.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,Khác,8 GB,,256 GB,Việt Nam,In trên bao bì,desktop,21.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i7,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,desktop,2.250.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,1.100.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,1.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i3,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Xeon,> 32GB,NVIDIA,> 1 TB,Đang cập nhật,In trên bao bì,desktop,18.500.000 đ
,,Mới,7-12 tháng,Không bán kèm màn hình,Intel Core i3,16 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,desktop,6.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,512 GB,Đang cập nhật,In trên bao bì,desktop,4.000.000 đ
,,,,,,,,,,,desktop,
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,,> 32GB,,,Đang cập nhật,In trên bao bì,desktop,10.550.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,17 - 18.9 inch,Intel Core 2 Quad,4 GB,Onboard,128 GB,Mỹ,In trên bao bì,desktop,1.650.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Ryzen 5,8 GB,AMD,250 GB,Đang cập nhật,In trên bao bì,desktop,9.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,480 GB,Việt Nam,In trên bao bì,desktop,3.999.999 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,< 128 GB,Việt Nam,In trên bao bì,desktop,4.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,8 GB,Khác,1 TB,Việt Nam,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,2.750.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,Khác,128 GB,Nước khác,In trên bao bì,desktop,4.350.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,32 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,desktop,32.000.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i7,32 GB,AMD,> 1 TB,Đang cập nhật,In trên bao bì,desktop,19.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,8 GB,NVIDIA,1 TB,Đang cập nhật,In trên bao bì,desktop,8.000.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,> 32GB,AMD,> 1 TB,Đang cập nhật,In trên bao bì,desktop,18.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Xeon,16 GB,Khác,< 128 GB,Nước khác,In trên bao bì,desktop,1.450.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i7,32 GB,AMD,1 TB,Nhật Bản,In trên bao bì,desktop,15.600.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i7,16 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,16.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,10.000.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Ryzen 5,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,desktop,7.900.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,> 32GB,AMD,> 1 TB,Đang cập nhật,In trên bao bì,desktop,18.500.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,Onboard,250 GB,Mỹ,In trên bao bì,desktop,3.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,1.750.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,1 TB,Đang cập nhật,In trên bao bì,desktop,4.900.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,,128 GB,Việt Nam,In trên bao bì,desktop,2.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,< 128 GB,Đang cập nhật,In trên bao bì,desktop,2.750.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,2.300.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,16 GB,AMD,512 GB,Đang cập nhật,In trên bao bì,desktop,11.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i3,16 GB,NVIDIA,500 GB,Đang cập nhật,In trên bao bì,desktop,9.350.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,6.900.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,8 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,desktop,28.900.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,desktop,9.300.000 đ
,,Đã sử dụng (chưa sửa chữa),2 tháng,19 - 20.9 inch,Intel Core i3,8 GB,Onboard,250 GB,Việt Nam,In trên bao bì,desktop,3.500.000 đ
,,Mới,Còn bảo hành,,Intel Xeon,16 GB,,256 GB,Việt Nam,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.200.000 đ
,,Mới,Còn bảo hành,,Intel Core i3,16 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.850.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.450.000 đ
,,Mới,Còn bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,NVIDIA,< 128 GB,Việt Nam,In trên bao bì,desktop,6.850.000 đ
,,Mới,Hết bảo hành,17 - 18.9 inch,,,,,Trung Quốc,In trên bao bì,desktop,600.000 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,Không bán kèm màn hình,Intel Core i7,32 GB,Khác,1 TB,Mỹ,In trên bao bì,desktop,11.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,3.300.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.000.000 đ
,,Mới,4-6 tháng,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,< 128 GB,Nước khác,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,3.890.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,640 GB,Việt Nam,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,2.400.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,16 GB,AMD,500 GB,Việt Nam,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,128 GB,Đang cập nhật,In trên bao bì,desktop,3.400.000 đ
,,,,,,,,,,,desktop,
,,Mới,Bảo hành hãng,,,,,,Nước khác,In trên bao bì,desktop,450.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,16 GB,AMD,500 GB,Việt Nam,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,5.999.999 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,250 GB,Đang cập nhật,In trên bao bì,desktop,6.950.000 đ
,,Đã sử dụng (qua sửa chữa),Bảo hành hãng,,,,NVIDIA,,Đang cập nhật,In trên bao bì,desktop,1.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i7,16 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Athlon,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,,256 GB,Đang cập nhật,In trên bao bì,desktop,7.500.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,Onboard,500 GB,Đang cập nhật,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,3.700.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,8 GB,,1 TB,Đang cập nhật,In trên bao bì,desktop,9.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,8 GB,NVIDIA,320 GB,Đang cập nhật,In trên bao bì,desktop,20.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,4.200.000 đ
,,Mới,3 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,desktop,2.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,700 GB,Nước khác,In trên bao bì,desktop,7.999.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Xeon,> 32GB,AMD,500 GB,Việt Nam,In trên bao bì,desktop,5.399.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i3,4 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,4.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,,Intel Core i5,8 GB,,> 1 TB,Đang cập nhật,In trên bao bì,desktop,4.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Core i5,8 GB,,128 GB,Nước khác,In trên bao bì,desktop,2.050.000 đ
