pc_brand,pc_model,elt_condition,elt_warranty,desktop_screen_size,pc_cpu,pc_ram,pc_vga,pc_drive_capacity,elt_origin,usage_information,classify,price
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,1.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,,Intel Core i5,,,,Việt Nam,In trên bao bì,desktop,1.100.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i5,8 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,desktop,7.000.000 đ
,,Mới,Bảo hành hãng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,7.450.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Xeon,32 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,4.800.000 đ
,,Đã sử dụng (chưa sửa chữa),2 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,6.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,9.350.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,,Khác,128 GB,Nước khác,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i7,32 GB,Onboard,512 GB,Nước khác,In trên bao bì,desktop,11.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Khác,,,,Đang cập nhật,In trên bao bì,desktop,50.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core 2 Duo,4 GB,Onboard,250 GB,Đang cập nhật,In trên bao bì,desktop,800.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,6.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Xeon,> 32GB,Onboard,1 TB,Đang cập nhật,In trên bao bì,desktop,21.200.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Nhật Bản,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i5,8 GB,Khác,128 GB,Trung Quốc,In trên bao bì,desktop,4.000.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,8.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,,NVIDIA,,Đang cập nhật,In trên bao bì,desktop,1.600.000 đ
,,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,250 GB,Trung Quốc,In trên bao bì,desktop,14.000.000 đ
,,Mới,4-6 tháng,Không bán kèm màn hình,Intel Quark,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,,Intel Core i5,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,10.000.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,8 GB,Onboard,250 GB,Đang cập nhật,In trên bao bì,desktop,4.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,desktop,10.990.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,desktop,8.888.888 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,500 GB,Nước khác,In trên bao bì,desktop,12.345.678 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Atom,4 GB,,,Đang cập nhật,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,8.000.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,8.500.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,5.500.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,500 GB,Đang cập nhật,In trên bao bì,desktop,1.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,16 GB,NVIDIA,250 GB,Đang cập nhật,In trên bao bì,desktop,5.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Xeon,> 32GB,NVIDIA,< 128 GB,Đang cập nhật,In trên bao bì,desktop,5.500.000 đ
,,Mới,1 tháng,Không bán kèm màn hình,Intel Xeon,> 32GB,NVIDIA,320 GB,Việt Nam,In trên bao bì,desktop,2.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,8 GB,Khác,< 128 GB,Việt Nam,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,123.456 đ
,,Mới,1 tháng,Không bán kèm màn hình,Intel Xeon,> 32GB,AMD,480 GB,Việt Nam,In trên bao bì,desktop,7.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,Khác,500 GB,Việt Nam,In trên bao bì,desktop,800.000 đ
,,Mới,3 tháng,>= 21 inch,Intel Core i3,8 GB,Khác,128 GB,Trung Quốc,In trên bao bì,desktop,4.200.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,8.999.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,desktop,5.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,4 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,desktop,6.200.000 đ
,,Đã sử dụng (qua sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Nước khác,In trên bao bì,desktop,7.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Khác,,Onboard,,Đang cập nhật,In trên bao bì,desktop,850.000 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,>= 21 inch,Intel Pentium,8 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,desktop,8.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,8 GB,,500 GB,Đang cập nhật,In trên bao bì,desktop,1.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,17 - 18.9 inch,Intel Core i3,4 GB,,250 GB,Đang cập nhật,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Xeon,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,3.499.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,,,,,Việt Nam,In trên bao bì,desktop,2.550.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,>= 21 inch,Intel Core i5,32 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,8.500.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Khác,8 GB,Khác,256 GB,Mỹ,In trên bao bì,desktop,9.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Xeon,32 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,7.400.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,4 GB,AMD,1 TB,Nhật Bản,In trên bao bì,desktop,4.500.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,,,,,Việt Nam,In trên bao bì,desktop,2.250.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,8 GB,AMD,512 GB,Đang cập nhật,In trên bao bì,desktop,6.800.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Xeon,16 GB,AMD,< 128 GB,Đang cập nhật,In trên bao bì,desktop,5.900.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,,,,,Việt Nam,In trên bao bì,desktop,1.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Xeon,,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i3,8 GB,,256 GB,Đang cập nhật,In trên bao bì,desktop,7.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.400.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Xeon,32 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,6.900.000 đ
,,Đã sử dụng (qua sửa chữa),Bảo hành hãng,,,8 GB,,,Đang cập nhật,In trên bao bì,desktop,300.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,AMD,8 GB,AMD,1 TB,Hàn Quốc,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i7,16 GB,NVIDIA,< 128 GB,Việt Nam,In trên bao bì,desktop,5.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i3,4 GB,Khác,500 GB,Nước khác,In trên bao bì,desktop,600.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.100.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,2.400.000 đ
,,Mới,Bảo hành hãng,,Intel Xeon,,,,Mỹ,In trên bao bì,desktop,22.000.000 đ
,,Mới,Bảo hành hãng,,Intel Xeon,> 32GB,,,Mỹ,In trên bao bì,desktop,15.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,> 32GB,,,Đang cập nhật,In trên bao bì,desktop,7.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i3,8 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,desktop,1.100.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,128 GB,Mỹ,In trên bao bì,desktop,2.800.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Khác,2 GB,Khác,,Trung Quốc,In trên bao bì,desktop,6.500.000 đ
,,Đã sử dụng (chưa sửa chữa),2 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.200.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,6 GB,NVIDIA,500 GB,Nước khác,In trên bao bì,desktop,1.300.000 đ
,,Mới,>12 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,AMD,128 GB,Việt Nam,In trên bao bì,desktop,3.600.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Khác,< 128 GB,Nước khác,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i3,8 GB,Onboard,128 GB,Mỹ,In trên bao bì,desktop,1.500.000 đ
,,Đã sử dụng (chưa sửa chữa),7-12 tháng,Không bán kèm màn hình,Intel Xeon,> 32GB,NVIDIA,1 TB,Đang cập nhật,In trên bao bì,desktop,9.000.000 đ
,,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i3,8 GB,Khác,512 GB,Việt Nam,In trên bao bì,desktop,10.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Core i5,,,,Đang cập nhật,In trên bao bì,desktop,7.000.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,5.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,AMD,8 GB,Khác,> 1 TB,Việt Nam,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,800.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,19 - 20.9 inch,Intel Core i7,8 GB,,128 GB,Nước khác,In trên bao bì,desktop,2.250.000 đ
,,Mới,Bảo hành hãng,,Intel Core i5,8 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,5.850.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,,,,Đang cập nhật,In trên bao bì,desktop,220.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,1.850.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Việt Nam,In trên bao bì,desktop,22.200.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,128 GB,Nhật Bản,In trên bao bì,desktop,3.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Xeon,> 32GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,6.300.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,22.400.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core 2 Duo,4 GB,Onboard,128 GB,Đài Loan,In trên bao bì,desktop,500.000 đ
,,Mới,Bảo hành hãng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,15.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,16 GB,,,Đang cập nhật,In trên bao bì,desktop,700.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,desktop,12.400.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,2.000.000 đ
,,Mới,7-12 tháng,,Intel Atom,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,12.000.000 đ
,,Mới,7-12 tháng,>= 21 inch,Intel Atom,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,9.000.000 đ
,,Đã sử dụng (chưa sửa chữa),4-6 tháng,>= 21 inch,Khác,8 GB,Khác,512 GB,Việt Nam,In trên bao bì,desktop,25.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,5.000.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,Khác,512 GB,Việt Nam,In trên bao bì,desktop,15.950.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,900.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,1.000.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,Không bán kèm màn hình,Intel Xeon,32 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,6.500.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Core i7,16 GB,Khác,256 GB,Việt Nam,In trên bao bì,desktop,7.850.000 đ
,,Đã sử dụng (qua sửa chữa),4-6 tháng,19 - 20.9 inch,Intel Core i5,,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.650.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i3,2 GB,Onboard,128 GB,Hàn Quốc,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Core i3,16 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,4.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,5.700.000 đ
,,Mới,7-12 tháng,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,11.750.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Xeon,,,,Đang cập nhật,In trên bao bì,desktop,7.999.999 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Không bán kèm màn hình,Intel Core i5,16 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,desktop,6.500.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,55.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,desktop,1.000.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,>= 21 inch,Intel Core i3,8 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,4.800.000 đ
,,,,,,,,,,,desktop,
,,Mới,1 tháng,>= 21 inch,Intel Xeon,32 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,7.200.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i5,8 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,5.800.000 đ
,,Đã sử dụng (qua sửa chữa),Bảo hành hãng,,Intel Xeon,,,,Đang cập nhật,In trên bao bì,desktop,650.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,19 - 20.9 inch,Intel Core i5,8 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,desktop,2.000.000 đ
,,Đã sử dụng (qua sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,desktop,15.990.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),1 tháng,19 - 20.9 inch,Intel Xeon,8 GB,NVIDIA,250 GB,Nước khác,In trên bao bì,desktop,1.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Pentium,2 GB,,,Đang cập nhật,In trên bao bì,desktop,150.000 đ
,,Mới,>12 tháng,>= 21 inch,Intel Core i3,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,8.490.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Ryzen 3,16 GB,NVIDIA,500 GB,Việt Nam,In trên bao bì,desktop,8.100.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,>= 21 inch,Intel Xeon,16 GB,NVIDIA,1 TB,Đang cập nhật,In trên bao bì,desktop,5.500.000 đ
,,Mới,4-6 tháng,>= 21 inch,Intel Core i5,8 GB,Khác,128 GB,Việt Nam,In trên bao bì,desktop,5.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i3,16 GB,NVIDIA,250 GB,Việt Nam,In trên bao bì,desktop,9.600.000 đ
,,Đã sử dụng (qua sửa chữa),Bảo hành hãng,,AMD,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,4.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,5.250.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,1.550.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,>= 21 inch,Intel Core i3,16 GB,NVIDIA,250 GB,Đang cập nhật,In trên bao bì,desktop,6.100.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,4.900.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,250 GB,Việt Nam,In trên bao bì,desktop,3.800.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,1.550.000 đ
,,Mới,>12 tháng,Không bán kèm màn hình,Intel Pentium,8 GB,Onboard,256 GB,Trung Quốc,In trên bao bì,desktop,3.950.000 đ
,,Đã sử dụng (chưa sửa chữa),3 tháng,Không bán kèm màn hình,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,desktop,2.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i7,8 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,3.450.000 đ
,,Mới,>12 tháng,,Intel Core i3,16 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,9.500.000 đ
,,Mới,Bảo hành hãng,,Intel Core i3,8 GB,NVIDIA,128 GB,Nước khác,In trên bao bì,desktop,5.850.000 đ
,,Mới,Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,15.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,490.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,4.350.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,>= 21 inch,Intel Core i5,16 GB,Khác,256 GB,Hàn Quốc,In trên bao bì,desktop,12.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,,,,Đang cập nhật,In trên bao bì,desktop,7.700.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,8 GB,,128 GB,Đang cập nhật,In trên bao bì,desktop,2.200.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,AMD,< 128 GB,Đang cập nhật,In trên bao bì,desktop,4.200.000 đ
,,,,,,,,,,,desktop,
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i5,32 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,desktop,14.100.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,19 - 20.9 inch,Intel Core i3,4 GB,,320 GB,Đang cập nhật,In trên bao bì,desktop,1.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Intel Core i7,16 GB,Onboard,512 GB,Nước khác,In trên bao bì,desktop,6.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i5,16 GB,,256 GB,Đang cập nhật,In trên bao bì,desktop,5.990.000 đ
,,Đã sử dụng (chưa sửa chữa),>12 tháng,>= 21 inch,Intel Core i7,> 32GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,desktop,30.000.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,1.100.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core 2 Duo,4 GB,,< 128 GB,Đang cập nhật,In trên bao bì,desktop,700.000 đ
,,Mới,Còn bảo hành,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,desktop,14.300.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,Intel Core i3,6 GB,,,Đang cập nhật,In trên bao bì,desktop,900.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core i7,16 GB,NVIDIA,128 GB,Việt Nam,In trên bao bì,desktop,3.500.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Core i3,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,4.800.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Không bán kèm màn hình,Intel Core i7,8 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,desktop,2.500.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,650.000 đ
,,Đã sử dụng (chưa sửa chữa),Còn bảo hành,19 - 20.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Đang cập nhật,In trên bao bì,desktop,3.900.000 đ
,,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Không bán kèm màn hình,Intel Core 2 Quad,4 GB,Onboard,128 GB,Nước khác,In trên bao bì,desktop,680.000 đ
,,Đã sử dụng (chưa sửa chữa),1 tháng,Không bán kèm màn hình,Intel Xeon,16 GB,AMD,256 GB,Việt Nam,In trên bao bì,desktop,4.999.000 đ
,,Mới,>12 tháng,Không bán kèm màn hình,Intel Core i5,16 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,desktop,15.100.000 đ
,,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,In trên bao bì,desktop,3.800.000 đ
,,Đã sử dụng (chưa sửa chữa),2 tháng,19 - 20.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Mỹ,In trên bao bì,desktop,3.200.000 đ
