,pc_brand,pc_model,elt_condition,elt_warranty (tháng),desktop_screen_size (inch),pc_cpu,pc_ram (GB),pc_vga,pc_drive_capacity (GB),elt_origin,classify,price
187,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,32.0,AMD,256,Nước khác,desktop,8.900.000 đ
188,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,32.0,AMD,250,Nước khác,desktop,7.900.000 đ
189,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Xeon,16.0,Onboard,256,Nước khác,desktop,5.000.000 đ
190,desktop,desktop,Mới,1,20,Intel Core i5,32.0,NVIDIA,512,Nước khác,desktop,6.900.000 đ
191,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,NVIDIA,128,Việt Nam,desktop,3.600.000 đ
192,desktop,desktop,Mới,3,0,Intel Xeon,64.0,AMD,256,Việt Nam,desktop,5.500.000 đ
193,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i3,8.0,NVIDIA,250,Nước khác,desktop,2.950.000 đ
194,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Atom,8.0,Onboard,500,Nước khác,desktop,4.500.000 đ
195,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,16.0,Onboard,256,Nước khác,desktop,2.850.000 đ
196,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,Onboard,480,Trung Quốc,desktop,3.200.000 đ
197,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,Onboard,1000,Nước khác,desktop,10.000.000 đ
198,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,16.0,Onboard,120,Nước khác,desktop,8.000.000 đ
199,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,16.0,AMD,256,Việt Nam,desktop,6.500.000 đ
200,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,NVIDIA,250,Việt Nam,desktop,6.490.000 đ
201,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,6.0,Onboard,500,Nước khác,desktop,2.500.000 đ
202,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Pentium,4.0,Onboard,500,Nước khác,desktop,550.000 đ
203,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,16.0,NVIDIA,500,Thái Lan,desktop,3.800.000 đ
204,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,16.0,AMD,256,Hàn Quốc,desktop,7.500.000 đ
205,desktop,desktop,Đã sử dụng (chưa sửa chữa),2,21,Intel Core i5,16.0,NVIDIA,128,Việt Nam,desktop,4.800.000 đ
206,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,2.700.000 đ
207,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,16.0,Onboard,512,Mỹ,desktop,2.400.000 đ
208,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i7,8.0,NVIDIA,480,Việt Nam,desktop,5.900.000 đ
209,desktop,desktop,Mới,1,21,Intel Core i7,16.0,NVIDIA,256,Việt Nam,desktop,4.100.000 đ
210,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,16.0,AMD,128,Nước khác,desktop,6.400.000 đ
211,desktop,desktop,Mới,9,21,Intel Core i5,8.0,NVIDIA,128,Việt Nam,desktop,3.800.000 đ
212,desktop,desktop,Mới,1,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,3.800.000 đ
213,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,NVIDIA,250,Trung Quốc,desktop,4.000.000 đ
214,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,1000,Việt Nam,desktop,2.000.000 đ
215,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,4.0,Onboard,1000,Nước khác,desktop,1.900.000 đ
216,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,128,Việt Nam,desktop,1.500.000 đ
217,desktop,desktop,Mới,0,0,Intel Core i3,8.0,Onboard,250,Việt Nam,desktop,8.500.000 đ
218,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core 2 Duo,4.0,Onboard,500,Việt Nam,desktop,1.500.000 đ
219,desktop,desktop,Mới,1,0,Intel Core i9,32.0,Onboard,500,Việt Nam,desktop,49.890.000 đ
220,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,0,Intel Core i5,32.0,NVIDIA,1000,Việt Nam,desktop,18.750.000 đ
221,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,250,Nước khác,desktop,2.350.000 đ
222,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,256,Việt Nam,desktop,7.700.000 đ
223,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i3,16.0,Onboard,128,Nước khác,desktop,4.500.000 đ
224,desktop,desktop,Mới,1,0,Intel Core i9,32.0,NVIDIA,512,Việt Nam,desktop,48.490.000 đ
225,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,3.900.000 đ
226,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Ryzen 5,16.0,NVIDIA,250,Nước khác,desktop,4.868.686 đ
227,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,16.0,AMD,256,Nước khác,desktop,5.000.000 đ
228,desktop,desktop,Mới,1,0,Intel Core i9,32.0,NVIDIA,500,Việt Nam,desktop,40.990.000 đ
229,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,16.0,NVIDIA,500,Mỹ,desktop,4.290.000 đ
230,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core 2 Duo,1.0,Onboard,320,Trung Quốc,desktop,1.000.000 đ
231,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i7,8.0,NVIDIA,128,Việt Nam,desktop,5.500.000 đ
232,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,16.0,AMD,256,Nước khác,desktop,5.600.000 đ
233,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i7,32.0,AMD,500,Việt Nam,desktop,27.490.000 đ
234,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,16.0,NVIDIA,256,Nước khác,desktop,15.000.000 đ
235,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,32.0,NVIDIA,1500,Việt Nam,desktop,10.800.000 đ
236,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,320,Nước khác,desktop,300.000 đ
237,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,32.0,Onboard,1000,Việt Nam,desktop,35.000.000 đ
238,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,64.0,AMD,512,Mỹ,desktop,7.500.000 đ
239,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i7,16.0,Onboard,512,Mỹ,desktop,4.000.000 đ
240,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,512,Việt Nam,desktop,13.290.000 đ
241,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,2.500.000 đ
242,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Xeon,8.0,NVIDIA,128,Nước khác,desktop,2.000.000 đ
243,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,20,Intel Core i3,8.0,Onboard,120,Nhật Bản,desktop,2.300.000 đ
244,desktop,desktop,Mới,1,0,Intel Core i7,16.0,NVIDIA,512,Việt Nam,desktop,22.790.000 đ
245,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,3.500.000 đ
246,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,4.0,Onboard,320,Nước khác,desktop,1.800.000 đ
247,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,AMD,256,Việt Nam,desktop,3.850.000 đ
248,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,500,Việt Nam,desktop,15.890.000 đ
249,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i3,4.0,Onboard,128,Việt Nam,desktop,3.000.000 đ
250,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,4.200.000 đ
251,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i9,32.0,NVIDIA,512,Việt Nam,desktop,20.990.000 đ
252,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,Onboard,128,Nhật Bản,desktop,1.000.000 đ
253,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,Onboard,120,Nước khác,desktop,3.900.000 đ
254,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,32.0,AMD,128,Việt Nam,desktop,3.900.000 đ
255,desktop,desktop,Mới,1,0,Intel Core i9,32.0,NVIDIA,1000,Việt Nam,desktop,32.090.000 đ
256,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core 2 Quad,4.0,Onboard,500,Nước khác,desktop,1.100.000 đ
257,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,16.0,NVIDIA,120,Trung Quốc,desktop,2.999.000 đ
258,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,500,Việt Nam,desktop,1.900.000 đ
259,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,2.300.000 đ
260,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,2.300.000 đ
261,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,32.0,NVIDIA,1000,Việt Nam,desktop,20.220.000 đ
262,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,NVIDIA,250,Việt Nam,desktop,7.740.000 đ
263,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,16.0,Onboard,128,Nước khác,desktop,6.500.000 đ
264,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Xeon,32.0,Onboard,1000,Nước khác,desktop,8.000.000 đ
265,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,8.0,Onboard,256,Việt Nam,desktop,3.200.000 đ
266,desktop,desktop,Đã sử dụng (chưa sửa chữa),5,21,Intel Core i5,16.0,Onboard,256,Nước khác,desktop,10.500.000 đ
267,desktop,desktop,Mới,1,0,Intel Core i9,64.0,NVIDIA,500,Việt Nam,desktop,27.990.000 đ
268,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,512,Việt Nam,desktop,22.990.000 đ
269,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,16.0,Onboard,256,Nước khác,desktop,4.500.000 đ
270,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,16.0,AMD,120,Nước khác,desktop,3.900.000 đ
271,desktop,desktop,Đã sử dụng (chưa sửa chữa),5,21,Intel Core i5,16.0,Onboard,1000,Mỹ,desktop,37.500.000 đ
272,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,4.000.000 đ
273,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,6.800.000 đ
274,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,16.0,Onboard,500,Nước khác,desktop,8.700.000 đ
275,desktop,desktop,Mới,9,21,Intel Pentium,8.0,Onboard,128,Nước khác,desktop,1.650.000 đ
276,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,120,Nước khác,desktop,1.300.000 đ
277,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,16.0,NVIDIA,500,Nước khác,desktop,24.990.000 đ
278,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i7,16.0,NVIDIA,1500,Nước khác,desktop,6.500.000 đ
279,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,6.0,Onboard,128,Nước khác,desktop,1.350.000 đ
280,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i7,8.0,Onboard,250,Nước khác,desktop,8.000.000 đ
281,desktop,desktop,Mới,1,0,Intel Core i7,32.0,NVIDIA,500,Việt Nam,desktop,27.390.000 đ
282,desktop,desktop,Mới,12,21,Intel Core i3,8.0,Onboard,128,Việt Nam,desktop,3.500.000 đ
283,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,Onboard,128,Nước khác,desktop,6.999.999 đ
284,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,1.650.000 đ
285,desktop,desktop,Mới,1,0,Intel Core i3,16.0,NVIDIA,256,Nước khác,desktop,10.990.000 đ
286,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,4.0,Onboard,128,Nước khác,desktop,550.000 đ
287,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,6.0,Onboard,500,Nước khác,desktop,200.000 đ
288,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i7,16.0,Onboard,128,Nước khác,desktop,4.700.000 đ
289,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,256,Việt Nam,desktop,5.000.000 đ
290,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,32.0,NVIDIA,1000,Mỹ,desktop,17.000.000 đ
291,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,4.0,Onboard,250,Việt Nam,desktop,250.000 đ
292,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,21,Intel Core i5,6.0,Onboard,480,Thái Lan,desktop,2.900.000 đ
293,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,32.0,Onboard,500,Nước khác,desktop,6.200.000 đ
294,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i7,8.0,Onboard,128,Nước khác,desktop,5.700.000 đ
295,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,NVIDIA,256,Nước khác,desktop,8.000.000 đ
296,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,64.0,Onboard,480,Nước khác,desktop,4.500.000 đ
297,desktop,desktop,Đã sử dụng (chưa sửa chữa),2,20,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,2.600.000 đ
298,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,8.0,NVIDIA,500,Việt Nam,desktop,7.500.000 đ
299,desktop,desktop,Đã sử dụng (qua sửa chữa),0,0,Intel Pentium,2.0,Onboard,128,Nước khác,desktop,300.000 đ
300,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core 2 Duo,1.0,AMD,320,Nước khác,desktop,650.000 đ
301,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,32.0,AMD,512,Nhật Bản,desktop,7.500.000 đ
302,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Pentium,8.0,Onboard,128,Nước khác,desktop,250.000 đ
303,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,AMD,8.0,AMD,128,Nước khác,desktop,4.300.000 đ
304,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,AMD,128,Nước khác,desktop,4.900.000 đ
305,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,32.0,AMD,500,Việt Nam,desktop,4.000.000 đ
306,desktop,desktop,Mới,1,0,Intel Xeon,64.0,AMD,256,Việt Nam,desktop,7.300.000 đ
307,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,32.0,NVIDIA,250,Nước khác,desktop,22.000.000 đ
308,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,AMD,256,Việt Nam,desktop,14.000.000 đ
309,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Xeon,8.0,Onboard,120,Nước khác,desktop,5.890.000 đ
310,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,8.0,Onboard,120,Nước khác,desktop,1.400.000 đ
311,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,7.500.000 đ
312,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,AMD,128,Việt Nam,desktop,1.600.000 đ
313,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,1000,Nước khác,desktop,2.500.000 đ
314,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,16,Intel Pentium,2.0,Onboard,128,Nước khác,desktop,850.000 đ
315,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,NVIDIA,256,Nước khác,desktop,6.300.000 đ
316,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,16.0,NVIDIA,1000,Nước khác,desktop,7.500.000 đ
317,desktop,desktop,Mới,0,0,Intel Core i5,16.0,Onboard,512,Việt Nam,desktop,8.000.000 đ
318,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Pentium,4.0,Onboard,320,Việt Nam,desktop,1.200.000 đ
319,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,8.0,Onboard,500,Nước khác,desktop,3.900.000 đ
320,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,1.050.000 đ
321,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,2.650.000 đ
322,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,16.0,NVIDIA,250,Nước khác,desktop,12.000.000 đ
323,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,Onboard,1500,Việt Nam,desktop,9.500.000 đ
324,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,0,Intel Xeon,64.0,Onboard,1000,Nước khác,desktop,12.000.000 đ
325,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i5,8.0,Onboard,128,Trung Quốc,desktop,1.350.000 đ
326,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,16.0,Onboard,128,Nước khác,desktop,4.100.000 đ
327,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,2.600.000 đ
328,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,16.0,AMD,500,Đức,desktop,4.500.000 đ
329,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,16.0,AMD,500,Nước khác,desktop,5.600.000 đ
330,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,Onboard,512,Việt Nam,desktop,9.000.000 đ
331,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,250,Nước khác,desktop,500.000 đ
332,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,32.0,NVIDIA,500,Việt Nam,desktop,6.600.000 đ
333,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core 2 Duo,4.0,Onboard,128,Nước khác,desktop,400.000 đ
334,desktop,desktop,Mới,0,0,Intel Xeon,32.0,NVIDIA,128,Nước khác,desktop,5.990.000 đ
335,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core 2 Duo,6.0,Onboard,128,Nước khác,desktop,1.050.000 đ
336,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,16.0,NVIDIA,500,Nước khác,desktop,8.500.000 đ
337,desktop,desktop,Đã sử dụng (chưa sửa chữa),2,21,Intel Core i5,16.0,NVIDIA,250,Việt Nam,desktop,8.000.000 đ
338,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,21,Intel Core i5,8.0,Onboard,120,Nước khác,desktop,3.450.000 đ
339,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,8.0,NVIDIA,128,Nước khác,desktop,4.600.000 đ
340,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,16.0,NVIDIA,256,Nước khác,desktop,4.000.000 đ
341,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,2.600.000 đ
342,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,8.000.000 đ
343,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,3.000.000 đ
344,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,NVIDIA,128,Nước khác,desktop,5.000.000 đ
345,desktop,desktop,Mới,0,0,Intel Xeon,32.0,NVIDIA,128,Việt Nam,desktop,2.300.000 đ
346,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,0,Intel Core i3,8.0,AMD,128,Việt Nam,desktop,4.550.000 đ
347,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,NVIDIA,128,Việt Nam,desktop,7.900.000 đ
348,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,Onboard,128,Trung Quốc,desktop,3.500.000 đ
349,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i7,8.0,Onboard,250,Mỹ,desktop,3.600.000 đ
350,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Pentium,8.0,Onboard,128,Việt Nam,desktop,1.750.000 đ
351,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,4.0,Onboard,500,Nước khác,desktop,2.000.000 đ
352,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i3,4.0,Onboard,128,Nước khác,desktop,2.500.000 đ
353,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,20,Intel Core i3,8.0,Onboard,256,Nước khác,desktop,2.500.000 đ
354,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,32.0,NVIDIA,120,Nước khác,desktop,2.200.000 đ
355,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,0,Intel Core i7,32.0,NVIDIA,500,Nước khác,desktop,17.000.000 đ
356,desktop,desktop,Mới,1,21,Intel Core i5,16.0,NVIDIA,256,Việt Nam,desktop,5.500.000 đ
357,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,1000,Nước khác,desktop,8.000.000 đ
358,desktop,desktop,Mới,0,0,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,2.300.000 đ
359,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,NVIDIA,256,Nước khác,desktop,5.700.000 đ
360,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,16.0,NVIDIA,256,Nước khác,desktop,2.999.000 đ
361,desktop,desktop,Mới,2,20,Intel Xeon,32.0,AMD,256,Việt Nam,desktop,6.500.000 đ
362,desktop,desktop,Đã sử dụng (chưa sửa chữa),5,21,Intel Xeon,64.0,NVIDIA,120,Việt Nam,desktop,5.000.000 đ
363,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,3.200.000 đ
364,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,AMD,128,Nước khác,desktop,16.500.000 đ
365,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core 2 Duo,4.0,Onboard,250,Nước khác,desktop,1.500.000 đ
366,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,16.0,AMD,256,Nước khác,desktop,7.400.000 đ
367,desktop,desktop,Mới,0,0,Intel Xeon,64.0,NVIDIA,256,Việt Nam,desktop,6.500.000 đ
368,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,1.700.000 đ
369,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,3.900.000 đ
370,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,16.0,Onboard,1000,Nước khác,desktop,7.200.000 đ
371,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,64.0,NVIDIA,512,Việt Nam,desktop,7.900.000 đ
372,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,16.0,AMD,1000,Nước khác,desktop,6.500.000 đ
373,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,NVIDIA,128,Việt Nam,desktop,1.800.000 đ
374,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,64.0,Onboard,128,Nước khác,desktop,6.800.000 đ
375,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,250,Trung Quốc,desktop,6.500.000 đ
376,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i3,8.0,NVIDIA,250,Nước khác,desktop,2.000.000 đ
377,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,2.800.000 đ
378,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i3,8.0,Onboard,1000,Nước khác,desktop,2.100.000 đ
379,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,128,Nhật Bản,desktop,800.000 đ
