,pc_brand,pc_model,elt_condition,elt_warranty (tháng),desktop_screen_size (inch),pc_cpu,pc_ram (GB),pc_vga,pc_drive_capacity (GB),elt_origin,classify,price (VND),pc_cpu_label
1248,15,101,1,3,0,9,16.0,0,256,3,0,7700000.0,2
1249,15,101,1,1,0,8,8.0,2,128,3,0,2200000.0,2
1250,15,101,0,1,20,10,8.0,1,128,3,0,2250000.0,2
1251,15,101,1,1,0,9,8.0,2,500,3,0,2200000.0,2
1252,15,101,1,1,0,8,6.0,2,500,3,0,1600000.0,2
1253,15,101,1,3,21,9,16.0,2,256,3,0,11600000.0,2
1254,15,101,1,0,0,9,8.0,2,128,3,0,4500000.0,2
1255,15,101,0,1,0,9,32.0,1,512,3,0,15500000.0,2
1256,15,101,1,9,21,9,6.0,1,320,4,0,2600000.0,2
1257,15,101,1,1,0,8,6.0,2,120,3,0,1200000.0,2
1258,15,101,1,0,0,8,4.0,2,128,3,0,1200000.0,2
1259,15,101,1,0,16,9,2.0,2,256,0,0,4000000.0,2
1260,15,101,0,12,0,9,8.0,1,128,3,0,5750000.0,2
1261,15,101,2,0,0,8,8.0,2,512,3,0,1000000.0,2
1262,15,101,1,1,0,9,16.0,1,250,3,0,11000000.0,2
1263,15,101,1,1,21,10,16.0,0,250,3,0,11500000.0,2
1264,15,101,0,0,0,10,32.0,1,512,3,0,25000000.0,2
1265,15,101,1,3,21,9,16.0,2,120,3,0,8500000.0,2
1266,15,101,1,0,21,9,8.0,2,128,6,0,4000000.0,2
1267,15,101,1,1,21,8,16.0,0,120,6,0,8000000.0,2
1268,15,101,1,3,21,9,8.0,2,128,3,0,3999000.0,2
1269,15,101,1,0,21,9,8.0,1,128,3,0,4500000.0,2
1270,15,101,0,12,21,9,16.0,1,1000,3,0,22700000.0,2
1271,15,101,1,1,20,8,8.0,2,250,6,0,70000.0,2
1272,15,101,1,0,0,9,8.0,2,1000,1,0,5800000.0,2
1273,15,101,1,0,21,9,4.0,2,500,1,0,3200000.0,2
1274,15,101,1,0,0,9,4.0,2,128,3,0,1400000.0,2
1275,15,101,1,0,0,16,8.0,2,250,3,0,2500000.0,0
1276,15,101,1,0,0,10,8.0,0,500,3,0,3500000.0,2
1277,15,101,2,0,20,6,4.0,2,120,6,0,1500000.0,2
1278,15,101,1,1,20,6,4.0,2,120,6,0,1500000.0,2
1279,15,101,1,9,20,9,8.0,1,320,0,0,2568000.0,2
1280,15,101,2,0,0,8,8.0,2,128,3,0,2800000.0,2
1281,15,101,1,0,21,8,16.0,2,250,3,0,13500000.0,2
1282,15,101,1,0,0,9,8.0,1,128,5,0,1900000.0,2
1283,15,101,1,3,0,10,16.0,2,512,3,0,2500000.0,2
1284,15,101,1,5,21,9,8.0,2,250,3,0,4700000.0,2
1285,15,101,1,3,21,9,8.0,2,320,3,0,1690000.0,2
1286,15,101,1,3,0,9,8.0,2,250,1,0,2500000.0,2
1287,15,101,2,0,0,10,8.0,2,256,6,0,2100000.0,2
1288,15,101,1,0,20,8,8.0,2,128,3,0,1800000.0,2
1289,15,101,1,1,20,8,8.0,2,250,6,0,3888888.0,2
1290,15,101,0,1,21,14,64.0,1,500,3,0,7700000.0,2
1291,15,101,1,0,21,9,8.0,1,250,3,0,5200000.0,2
1292,15,101,1,0,0,8,4.0,2,128,3,0,1500000.0,2
1293,15,101,1,0,20,6,4.0,2,120,3,0,1600000.0,2
1294,15,101,1,3,21,9,8.0,1,128,3,0,4500000.0,2
1295,15,101,0,3,20,8,4.0,2,128,2,0,1200000.0,2
1296,15,101,1,1,21,0,16.0,1,120,6,0,6900000.0,0
1297,15,101,1,0,18,6,4.0,2,120,5,0,1000000.0,2
1298,15,101,1,1,20,8,8.0,1,128,6,0,2500000.0,2
1299,15,101,1,0,21,8,8.0,2,128,6,0,2200000.0,2
1300,15,101,1,0,0,9,8.0,2,128,3,0,123456.0,2
1301,15,101,1,12,0,9,8.0,1,128,3,0,15200000.0,2
1302,15,101,0,12,21,0,0.5,2,120,0,0,9090000.0,0
1303,15,101,1,1,20,17,8.0,2,128,5,0,11000000.0,0
1304,15,101,1,0,0,9,8.0,1,120,3,0,1550000.0,2
1305,15,101,0,12,0,14,16.0,1,256,3,0,6000000.0,2
1306,15,101,1,1,0,9,8.0,2,128,3,0,2300000.0,2
1307,15,101,1,1,21,9,8.0,2,128,6,0,2700000.0,2
1308,15,101,1,0,0,11,8.0,1,120,3,0,3000000.0,2
1309,15,101,1,9,21,9,8.0,2,128,6,0,3650000.0,2
1310,15,101,0,9,0,9,64.0,2,1000,1,0,86000000.0,2
1311,15,101,1,0,21,14,32.0,0,256,3,0,6500000.0,2
1312,15,101,1,0,21,0,16.0,1,128,3,0,7700000.0,0
1313,15,101,1,1,20,12,8.0,1,128,3,0,4250000.0,2
1314,15,101,1,1,0,14,0.5,2,120,1,0,6999000.0,2
1315,15,101,1,3,21,9,8.0,2,256,1,0,4500000.0,2
1316,15,101,1,1,0,9,16.0,1,256,6,0,7500000.0,2
1317,15,101,1,12,21,14,16.0,0,128,6,0,7900000.0,2
1318,15,101,2,0,0,9,8.0,2,128,3,0,3500000.0,2
1319,15,101,1,0,0,8,16.0,2,250,3,0,4000000.0,2
1320,15,101,1,3,21,8,4.0,2,128,3,0,2700000.0,2
1321,15,101,1,1,21,8,8.0,1,120,3,0,6800000.0,2
1322,15,101,1,1,16,9,4.0,2,128,6,0,2500000.0,2
1323,15,101,1,1,0,9,8.0,1,128,3,0,3700000.0,2
1324,15,101,1,1,0,14,16.0,0,256,3,0,5950000.0,2
1325,15,101,1,0,20,9,8.0,2,256,2,0,2900000.0,2
1326,15,101,1,0,0,14,16.0,2,120,3,0,4900000.0,2
1327,15,101,1,0,0,9,8.0,2,120,3,0,2900000.0,2
1328,15,101,1,0,21,9,8.0,2,128,3,0,11000000.0,2
1329,15,101,1,3,21,14,32.0,2,256,3,0,7400000.0,2
1330,15,101,1,0,0,8,8.0,2,128,3,0,2000000.0,2
1331,15,101,1,3,21,8,8.0,1,128,6,0,2700000.0,2
1332,15,101,1,0,21,9,8.0,1,256,3,0,5500000.0,2
1333,15,101,1,0,0,6,2.0,2,128,3,0,500000.0,2
1334,15,101,1,3,0,10,8.0,1,128,6,0,2900000.0,2
1335,15,101,1,3,0,9,64.0,2,1500,6,0,850000.0,2
1336,15,101,1,0,0,9,8.0,1,256,6,0,1700000.0,2
1337,15,101,1,0,0,9,8.0,2,120,3,0,2500000.0,2
1338,15,101,1,0,20,8,8.0,2,120,3,0,8000000.0,2
1339,15,101,1,0,0,8,16.0,1,500,3,0,7000000.0,2
1340,15,101,1,1,21,9,8.0,2,120,3,0,3700000.0,2
1341,15,101,1,3,21,14,16.0,2,128,6,0,4900000.0,2
1342,15,101,1,3,18,9,4.0,2,128,3,0,1700000.0,2
1343,15,101,1,0,21,9,8.0,1,128,6,0,5500000.0,2
1344,15,101,0,0,0,9,4.0,2,128,6,0,750000.0,2
1345,15,101,1,3,18,9,4.0,2,128,3,0,1500000.0,2
1346,15,101,1,3,21,9,8.0,2,128,6,0,2700000.0,2
1347,15,101,1,1,0,10,32.0,1,1000,3,0,27990000.0,2
1348,15,101,1,3,21,14,16.0,2,128,3,0,7000000.0,2
1349,15,101,1,3,18,8,4.0,2,320,3,0,1500000.0,2
1350,15,101,0,1,21,8,8.0,1,256,6,0,7399999.0,2
1351,15,101,1,12,0,14,64.0,1,512,3,0,14700000.0,2
1352,15,101,1,3,18,6,4.0,2,250,3,0,1300000.0,2
1353,15,101,1,1,21,8,16.0,1,256,6,0,8500000.0,2
1354,15,101,1,0,0,9,32.0,0,256,3,0,5000000.0,2
1355,15,101,1,0,0,9,8.0,2,250,3,0,2300000.0,2
1356,15,101,1,3,18,8,4.0,2,500,3,0,1600000.0,2
1357,15,101,1,1,0,8,8.0,1,128,3,0,2750000.0,2
1358,15,101,0,5,16,9,8.0,1,512,3,0,10699000.0,2
1359,15,101,0,12,0,10,64.0,1,256,3,0,123456.0,2
1360,15,101,1,3,16,9,4.0,2,128,3,0,1800000.0,2
1361,15,101,0,9,21,14,32.0,1,256,6,0,8000000.0,2
1362,15,101,0,5,20,9,8.0,1,128,1,0,2600000.0,2
1363,15,101,1,12,0,14,64.0,2,1500,3,0,85000000.0,2
1364,15,101,1,0,20,9,8.0,1,128,3,0,3500000.0,2
1365,15,101,1,0,21,8,16.0,2,128,3,0,9000000.0,2
1366,15,101,0,12,0,9,16.0,1,256,6,0,15500000.0,2
1367,15,101,1,0,0,9,4.0,2,128,3,0,1600000.0,2
1368,15,101,0,12,21,14,64.0,2,250,6,0,8500000.0,2
1369,15,101,1,9,20,9,8.0,1,256,1,0,3500000.0,2
1370,15,101,0,1,21,9,8.0,1,128,6,0,7000000.0,2
1371,15,101,1,3,18,9,4.0,2,128,3,0,1900000.0,2
1372,15,101,1,1,21,9,8.0,2,128,3,0,3600000.0,2
1373,15,101,1,0,0,14,32.0,1,128,6,0,4000000.0,2
1374,15,101,1,3,18,9,4.0,2,320,3,0,1600000.0,2
1375,15,101,0,12,21,10,8.0,1,256,6,0,6600000.0,2
1376,15,101,1,1,20,9,8.0,2,128,3,0,4000000.0,2
1377,15,101,1,3,0,18,16.0,0,256,6,0,7700000.0,0
1378,15,101,1,1,0,14,16.0,0,120,3,0,4600000.0,2
1379,15,101,1,1,0,9,8.0,0,128,3,0,8000000.0,2
1380,15,101,0,1,21,9,8.0,2,250,3,0,5500000.0,2
1381,15,101,1,3,21,8,8.0,1,120,6,0,4600000.0,2
1382,15,101,1,1,21,9,8.0,2,256,1,0,22900000.0,2
1383,15,101,1,0,18,6,4.0,2,128,3,0,1200000.0,2
1384,15,101,1,0,21,9,8.0,1,128,3,0,110000000.0,2
1385,15,101,1,3,21,0,16.0,1,128,6,0,10000000.0,0
1386,15,101,1,0,0,9,8.0,2,128,3,0,5500000.0,2
1387,15,101,1,9,21,9,16.0,1,256,6,0,9900000.0,2
1388,15,101,0,1,21,10,32.0,1,1000,6,0,27600000.0,2
1389,15,101,1,0,20,12,8.0,2,120,6,0,2000000.0,2
1390,15,101,1,0,0,14,32.0,1,128,3,0,3200000.0,2
1391,15,101,1,3,0,9,16.0,2,512,3,0,17500000.0,2
1392,15,101,1,3,21,9,16.0,0,256,3,0,16500000.0,2
1393,15,101,1,0,0,10,16.0,2,256,3,0,5500000.0,2
1394,15,101,1,3,0,14,64.0,2,1000,3,0,24000000.0,2
1395,15,101,1,1,21,9,16.0,1,256,6,0,6500000.0,2
1396,15,101,1,0,21,14,16.0,1,120,6,0,5500000.0,2
1397,15,101,1,1,18,8,4.0,2,128,6,0,1500000.0,2
1398,15,101,0,1,21,9,16.0,1,512,6,0,15500000.0,2
1399,15,101,1,0,20,9,4.0,2,480,3,0,1900000.0,2
1400,15,101,0,0,0,9,8.0,2,128,5,0,14100000.0,2
1401,15,101,1,0,0,14,8.0,2,500,6,0,1100000.0,2
1402,15,101,0,12,21,8,16.0,1,256,6,0,11900000.0,2
1403,15,101,1,5,0,8,8.0,1,256,6,0,6200000.0,2
1404,15,101,1,0,21,9,6.0,2,128,5,0,3000000.0,2
1405,15,101,2,0,20,12,4.0,0,500,6,0,3000000.0,2
1406,15,101,1,0,0,10,16.0,2,250,3,0,5900000.0,2
1407,15,101,1,0,0,14,0.5,2,120,6,0,400000.0,2
1408,15,101,1,0,0,12,4.0,2,128,3,0,1650000.0,2
1409,15,101,1,3,20,9,8.0,2,128,3,0,390000.0,2
1410,15,101,0,3,21,9,16.0,1,128,6,0,4999999.0,2
1411,15,101,1,3,0,9,16.0,2,512,3,0,4700000.0,2
1412,15,101,2,0,0,6,4.0,2,128,3,0,250000.0,2
1413,15,101,1,0,0,10,8.0,2,128,3,0,2250000.0,2
1414,15,101,0,0,0,8,8.0,1,128,3,0,5850000.0,2
1415,15,101,1,1,18,10,16.0,1,120,6,0,3950000.0,2
1416,15,101,1,0,0,0,8.0,2,256,1,0,9300000.0,0
1417,15,101,1,0,0,8,4.0,2,500,3,0,1000000.0,2
1418,15,101,1,0,21,3,4.0,2,480,3,0,1600000.0,0
1419,15,101,1,1,0,14,64.0,1,250,3,0,7500000.0,2
1420,15,101,1,1,21,0,8.0,2,128,6,0,3100000.0,0
1421,15,101,1,1,20,12,8.0,1,128,3,0,2900000.0,2
1422,15,101,1,0,0,8,8.0,2,256,3,0,4000000.0,2
1423,15,101,1,0,21,9,32.0,1,128,3,0,4000000.0,2
1424,15,101,1,2,20,9,8.0,2,256,3,0,3800000.0,2
1425,15,101,1,0,0,14,32.0,1,1000,3,0,14800000.0,2
1426,15,101,1,5,0,8,8.0,2,128,3,0,2550000.0,2
1427,15,101,1,2,20,9,8.0,2,128,3,0,2490000.0,2
1428,15,101,1,0,0,8,4.0,2,320,3,0,1200000.0,2
1429,15,101,1,1,20,8,4.0,2,250,3,0,1600000.0,2
1430,15,101,1,1,21,9,8.0,2,128,3,0,3500000.0,2
1431,15,101,1,12,0,11,32.0,1,1000,6,0,35490000.0,2
1432,15,101,1,12,21,10,16.0,1,1000,4,0,10000000.0,2
1433,15,101,1,0,21,9,32.0,2,256,6,0,6000000.0,2
1434,15,101,1,3,21,9,8.0,1,120,6,0,6000000.0,2
1435,15,101,0,12,21,14,64.0,0,500,6,0,10500000.0,2
1436,15,101,0,12,21,14,64.0,0,256,6,0,10500000.0,2
1437,15,101,1,9,21,10,64.0,0,1500,6,0,22000000.0,2
1438,15,101,0,5,0,14,16.0,1,128,5,0,3700000.0,2
1439,15,101,1,12,0,9,16.0,1,250,6,0,11500000.0,2
1440,15,101,1,0,0,8,4.0,2,128,3,0,2000000.0,2
1441,15,101,1,3,0,8,16.0,1,256,6,0,5500000.0,2
1442,15,101,1,3,0,8,6.0,2,120,3,0,1000000.0,2
1443,15,101,1,12,21,9,16.0,1,128,3,0,6900000.0,2
1444,15,101,1,1,21,14,16.0,2,128,3,0,3600000.0,2
1445,15,101,1,3,21,9,64.0,2,128,3,0,3900000.0,2
1446,15,101,1,1,20,14,8.0,1,256,3,0,2300000.0,2
1447,15,101,0,1,0,9,8.0,1,256,7,0,3250000.0,2
1448,15,101,1,2,21,14,32.0,0,256,3,0,6500000.0,2
1449,15,101,1,0,0,9,8.0,2,128,3,0,1234567.0,2
1450,15,101,1,1,16,9,4.0,2,120,2,0,2970000.0,2
1451,15,101,1,0,21,12,8.0,1,128,3,0,6200000.0,2
1452,15,101,0,1,0,9,16.0,1,512,6,0,6350000.0,2
1453,15,101,0,1,20,9,8.0,1,128,6,0,3200000.0,2
1454,15,101,1,3,21,9,16.0,2,1000,6,0,14000000.0,2
1455,15,101,0,1,20,8,8.0,1,128,6,0,4700000.0,2
1456,15,101,1,0,21,0,16.0,1,250,6,0,8900000.0,0
1457,15,101,0,1,0,10,32.0,2,1000,6,0,11000000.0,2
1458,15,101,1,0,21,9,8.0,2,128,3,0,3500000.0,2
1459,15,101,1,1,0,10,32.0,1,1000,3,0,21000000.0,2
1460,15,101,1,5,21,9,8.0,1,1000,6,0,4500000.0,2
1461,15,101,1,0,21,14,16.0,1,128,6,0,7000000.0,2
1462,15,101,0,1,0,8,8.0,1,128,3,0,8990000.0,2
1463,15,101,1,0,0,9,8.0,1,128,1,0,6500000.0,2
1464,15,101,1,1,21,14,16.0,1,120,6,0,3850000.0,2
1465,15,101,0,12,0,9,16.0,1,256,6,0,11000000.0,2
1466,15,101,0,12,0,9,8.0,2,128,3,0,4000000.0,2
1467,15,101,1,0,0,12,6.0,2,1000,3,0,2500000.0,2
1468,15,101,0,0,0,9,16.0,2,512,6,0,5000000.0,2
1469,15,101,1,0,20,12,16.0,2,128,3,0,2500000.0,2
1470,15,101,1,5,20,9,16.0,2,256,1,0,3499000.0,2
1471,15,101,0,9,0,14,16.0,1,128,3,0,5600000.0,2
1472,15,101,1,2,0,8,8.0,1,256,6,0,3900000.0,2
1473,15,101,1,0,20,8,8.0,2,120,3,0,1300000.0,2
1474,15,101,1,0,0,8,4.0,2,128,3,0,1200000.0,2
1475,15,101,1,0,21,8,8.0,0,128,3,0,4500000.0,2
1476,15,101,2,0,0,9,16.0,2,512,3,0,4500000.0,2
1477,15,101,1,0,0,9,8.0,2,1000,3,0,2900000.0,2
1478,15,101,1,0,0,9,8.0,2,128,3,0,2900000.0,2
1479,15,101,1,0,0,8,4.0,2,250,3,0,1000000.0,2
1480,15,101,1,5,20,8,8.0,2,256,1,0,3900000.0,2
1481,15,101,1,1,0,9,32.0,1,500,3,0,15000000.0,2
1482,15,101,0,1,0,9,8.0,1,256,6,0,4590000.0,2
1483,15,101,1,0,0,10,8.0,1,500,7,0,2300000.0,2
1484,15,101,1,0,0,14,8.0,2,128,3,0,5999900.0,2
1485,15,101,0,12,0,8,16.0,1,256,6,0,7000000.0,2
1486,15,101,1,3,21,14,8.0,1,128,6,0,4290000.0,2
1487,15,101,0,1,0,14,64.0,2,512,6,0,10660000.0,2
1488,15,101,0,9,21,10,8.0,2,256,3,0,3500000.0,2
1489,15,101,1,1,21,14,16.0,1,256,3,0,8900000.0,2
1490,15,101,1,12,21,10,16.0,1,512,3,0,12900000.0,2
1491,15,101,1,0,0,8,8.0,2,500,6,0,350000.0,2
1492,15,101,0,1,21,8,8.0,1,128,6,0,4250000.0,2
1493,15,101,1,5,0,9,4.0,2,120,3,0,1500000.0,2
1494,15,101,1,0,0,9,16.0,2,256,3,0,14000000.0,2
1495,15,101,1,0,0,9,8.0,2,128,3,0,6250000.0,2
1496,15,101,1,0,0,8,8.0,2,250,3,0,2000000.0,2
1497,15,101,1,9,21,9,8.0,2,256,3,0,22990000.0,2
1498,15,101,1,0,18,9,16.0,2,250,5,0,3500000.0,2
1499,15,101,1,0,0,8,4.0,2,128,6,0,950000.0,2
1500,15,101,1,0,0,8,4.0,2,640,6,0,1000000.0,2
1501,15,101,0,12,21,14,32.0,1,128,6,0,7900000.0,2
1502,15,101,1,0,0,9,8.0,2,128,3,0,5500000.0,2
1503,15,101,0,0,0,9,16.0,2,256,6,0,50000.0,2
1504,15,101,0,1,0,9,16.0,1,256,6,0,50000.0,2
1505,15,101,1,0,0,10,16.0,2,256,3,0,9500000.0,2
1506,15,101,0,2,16,9,8.0,0,128,6,0,3000000.0,2
1507,15,101,1,0,18,4,4.0,2,128,6,0,600000.0,2
1508,15,101,1,9,0,10,16.0,1,250,3,0,3500000.0,2
1509,15,101,1,0,20,9,6.0,0,128,3,0,1600000.0,2
1510,15,101,0,1,21,9,16.0,1,512,2,0,16500000.0,2
1511,15,101,0,1,21,14,64.0,1,512,6,0,9600000.0,2
1512,15,101,1,0,21,10,16.0,0,1500,1,0,13000000.0,2
1513,15,101,1,0,0,9,8.0,1,128,4,0,6500000.0,2
1514,15,101,1,0,21,9,64.0,2,256,3,0,5000000.0,2
1515,15,101,1,0,0,8,4.0,2,250,3,0,2850000.0,2
1516,15,101,1,12,0,8,16.0,2,250,3,0,8500000.0,2
1517,15,101,1,0,21,8,8.0,2,250,6,0,3250000.0,2
1518,15,101,0,1,21,9,16.0,1,512,6,0,10800000.0,2
1519,15,101,1,0,0,9,4.0,2,320,3,0,1800000.0,2
1520,15,101,1,3,20,9,8.0,2,128,1,0,1400000.0,2
1521,15,101,1,0,0,6,4.0,2,120,6,0,1200000.0,2
1522,15,101,1,0,20,8,4.0,2,1000,6,0,1600000.0,2
1523,15,101,1,0,0,10,8.0,2,500,3,0,6500000.0,2
1524,15,101,1,0,0,12,2.0,2,128,3,0,500000.0,2
1525,15,101,1,0,21,9,8.0,2,1000,3,0,888888.0,2
1526,15,101,1,1,21,9,16.0,0,128,3,0,9000000.0,2
1527,15,101,1,3,21,10,16.0,1,250,3,0,7500000.0,2
1528,15,101,1,3,0,9,4.0,2,128,1,0,999000.0,2
1529,15,101,1,9,21,9,16.0,1,512,6,0,13200000.0,2
1530,15,101,1,5,21,9,16.0,1,256,6,0,7500000.0,2
1531,15,101,1,3,21,14,8.0,1,256,6,0,5200000.0,2
1532,15,101,1,1,0,9,8.0,1,128,3,0,5000000.0,2
1533,15,101,1,0,0,8,4.0,2,250,2,0,700000.0,2
1534,15,101,1,9,21,9,8.0,2,512,3,0,7700000.0,2
1535,15,101,1,12,0,9,32.0,1,1000,3,0,15200000.0,2
1536,15,101,1,0,0,8,4.0,2,128,3,0,400000.0,2
1537,15,101,1,1,0,8,8.0,2,120,3,0,2000000.0,2
1538,15,101,1,3,0,9,16.0,2,256,3,0,14000000.0,2
1539,15,101,1,0,0,9,8.0,1,128,3,0,3400000.0,2
1540,15,101,1,0,21,9,8.0,2,128,3,0,6500000.0,2
1541,15,101,1,0,0,0,8.0,2,128,3,0,100000.0,0
1542,15,101,2,0,20,9,8.0,1,320,3,0,3750000.0,2
1543,15,101,1,0,20,9,8.0,2,120,3,0,3700000.0,2
1544,15,101,1,0,21,8,4.0,1,128,3,0,1500000.0,2
1545,15,101,1,3,21,9,8.0,1,128,3,0,6800000.0,2
1546,15,101,1,0,0,9,8.0,2,256,3,0,9800000.0,2
1547,15,101,1,2,20,8,6.0,2,250,6,0,1300000.0,2
1548,15,101,1,0,0,9,8.0,1,120,3,0,650000.0,2
1549,15,101,1,3,20,9,8.0,2,128,3,0,2360000.0,2
1550,15,101,1,0,0,6,8.0,2,128,3,0,450000.0,2
1551,15,101,0,12,0,8,8.0,2,128,3,0,3000000.0,2
1552,15,101,1,9,21,14,16.0,2,500,5,0,15000000.0,2
1553,15,101,1,12,21,8,8.0,1,256,6,0,6950000.0,2
1554,15,101,1,3,21,8,8.0,2,128,6,0,4500000.0,2
1555,15,101,1,0,0,9,8.0,2,256,3,0,11800000.0,2
1556,15,101,1,0,21,14,64.0,1,256,3,0,5400000.0,2
1557,15,101,1,0,20,9,8.0,0,250,3,0,3200000.0,2
1558,15,101,1,0,21,9,6.0,0,128,3,0,2600000.0,2
1559,15,101,1,5,21,9,4.0,1,320,4,0,2534000.0,2
1560,15,101,1,0,0,12,4.0,2,250,3,0,750000.0,2
1561,15,101,0,12,21,9,32.0,0,500,6,0,19900000.0,2
1562,15,101,0,12,0,12,8.0,2,256,5,0,4990000.0,2
1563,15,101,1,0,0,8,4.0,2,128,3,0,1600000.0,2
1564,15,101,1,3,20,0,8.0,0,128,5,0,2900000.0,0
1565,15,101,1,0,0,9,8.0,0,128,3,0,3500000.0,2
1566,15,101,1,1,21,9,8.0,1,256,6,0,7499999.0,2
1567,15,101,0,2,20,9,8.0,2,128,6,0,3200000.0,2
1568,15,101,1,0,0,9,16.0,1,480,6,0,4908000.0,2
1569,15,101,1,1,18,8,8.0,1,120,6,0,3900000.0,2
1570,15,101,1,3,0,9,8.0,2,256,2,0,2899999.0,2
1571,15,101,1,0,0,14,32.0,2,128,3,0,6000000.0,2
1572,15,101,1,0,21,9,8.0,1,256,3,0,3500000.0,2
1573,15,101,0,1,0,10,32.0,1,512,3,0,37890000.0,2
1574,15,101,0,1,0,11,32.0,1,1000,6,0,54590000.0,2
1575,15,101,0,3,21,9,8.0,2,120,6,0,3300000.0,2
1576,15,101,1,3,21,9,8.0,2,128,6,0,4500000.0,2
1577,15,101,1,3,21,14,16.0,0,128,6,0,7500000.0,2
1578,15,101,0,3,0,14,32.0,0,256,3,0,5200000.0,2
1579,15,101,2,0,0,9,8.0,2,128,1,0,3000000.0,2
1580,15,101,1,3,20,9,8.0,2,128,3,0,2690000.0,2
1581,15,101,0,1,21,14,8.0,1,120,6,0,4800000.0,2
1582,15,101,1,3,21,9,8.0,1,128,6,0,4600000.0,2
1583,15,101,1,2,21,10,16.0,1,256,6,0,8900000.0,2
1584,15,101,1,12,21,8,16.0,0,512,3,0,5000000.0,2
1585,15,101,1,0,0,8,8.0,1,128,3,0,3000000.0,2
1586,15,101,1,1,0,17,16.0,0,250,6,0,9500000.0,0
1587,15,101,1,1,0,8,8.0,2,128,3,0,2860000.0,2
1588,15,101,1,0,20,9,8.0,2,128,3,0,2800000.0,2
1589,15,101,1,0,0,8,8.0,1,250,3,0,3200000.0,2
1590,15,101,1,0,21,8,16.0,1,750,3,0,10000000.0,2
1591,15,101,1,0,0,8,8.0,2,128,2,0,2000000.0,2
1592,15,101,1,0,0,9,8.0,2,128,3,0,3000000.0,2
1593,15,101,0,9,0,14,32.0,1,128,6,0,5300000.0,2
1594,15,101,1,1,21,9,8.0,1,256,3,0,8500000.0,2
1595,15,101,0,1,21,8,16.0,0,256,6,0,10600000.0,2
1596,15,101,1,1,21,8,8.0,2,750,3,0,5990000.0,2
1597,15,101,1,5,0,9,16.0,1,512,6,0,12500000.0,2
1598,15,101,1,0,0,9,8.0,2,256,1,0,3000000.0,2
1599,15,101,0,12,21,9,8.0,1,128,6,0,6000000.0,2
1600,15,101,1,3,20,8,4.0,1,128,6,0,2900000.0,2
1601,15,101,0,3,21,14,32.0,2,256,6,0,6500000.0,2
1602,15,101,1,1,20,8,4.0,2,250,6,0,1600000.0,2
1603,15,101,1,0,21,9,4.0,2,250,3,0,1000000.0,2
1604,15,101,2,0,0,5,4.0,2,128,2,0,399000.0,2
1605,15,101,0,0,0,9,8.0,2,250,6,0,1800000.0,2
1606,15,101,2,0,20,9,4.0,2,128,3,0,2100000.0,2
1607,15,101,1,12,0,10,16.0,1,250,6,0,4200000.0,2
1608,15,101,0,0,0,8,4.0,2,128,6,0,3200000.0,2
1609,15,101,1,12,0,9,16.0,0,500,6,0,20500000.0,2
1610,15,101,1,1,0,10,16.0,1,250,6,0,12980000.0,2
1611,15,101,1,0,21,9,8.0,1,250,6,0,3400000.0,2
1612,15,101,0,12,0,8,16.0,1,256,3,0,13000000.0,2
1613,15,101,0,12,21,9,8.0,0,256,3,0,11000000.0,2
1614,15,101,1,1,21,9,8.0,0,128,6,0,5300000.0,2
1615,15,101,1,1,21,9,8.0,0,128,6,0,4400000.0,2
1616,15,101,1,3,21,9,8.0,0,128,1,0,4700000.0,2
1617,15,101,1,1,21,10,16.0,1,512,6,0,15500000.0,2
1618,15,101,1,1,21,9,8.0,1,128,6,0,3800000.0,2
1619,15,101,1,0,21,16,8.0,2,128,6,0,9000000.0,0
1620,15,101,1,0,20,8,4.0,2,500,6,0,2450000.0,2
1621,15,101,1,1,16,9,0.5,2,120,0,0,1100000.0,2
1622,15,101,0,3,0,12,8.0,2,640,5,0,2300000.0,2
1623,15,101,1,0,18,9,8.0,2,128,3,0,2000000.0,2
1624,15,101,1,1,20,8,4.0,2,320,6,0,890000.0,2
1625,15,101,1,0,20,7,4.0,2,500,3,0,1100000.0,2
1626,15,101,1,0,0,9,4.0,2,250,3,0,550000.0,2
1627,15,101,1,0,20,9,8.0,1,1000,6,0,2800000.0,2
1628,15,101,1,1,20,9,8.0,1,1000,6,0,2800000.0,2
1629,15,101,1,5,21,5,32.0,2,128,3,0,6000000.0,2
1630,15,101,1,3,21,9,16.0,2,256,1,0,9700000.0,2
1631,15,101,2,0,21,9,16.0,1,250,3,0,4950000.0,2
1632,15,101,0,1,21,9,32.0,1,250,6,0,5200000.0,2
1633,15,101,1,0,0,9,8.0,1,500,3,0,500000.0,2
1634,15,101,0,0,0,9,16.0,1,250,2,0,9800000.0,2
1635,15,101,1,0,0,9,4.0,2,256,3,0,2500000.0,2
1636,15,101,2,1,0,8,16.0,2,256,6,0,4250000.0,2
1637,15,101,1,0,0,8,8.0,2,128,3,0,4000000.0,2
1638,15,101,1,3,16,7,6.0,2,128,6,0,1500000.0,2
1639,15,101,1,12,21,8,8.0,2,128,3,0,4900000.0,2
1640,15,101,1,0,0,11,16.0,2,256,3,0,13500000.0,2
1641,15,101,1,3,0,9,32.0,2,512,3,0,35990000.0,2
1642,15,101,1,0,21,9,4.0,2,512,6,0,1900000.0,2
1643,15,101,1,0,0,9,0.5,0,120,3,0,3500000.0,2
1644,15,101,1,0,21,9,8.0,2,250,3,0,4550000.0,2
